"利用日","利用店名・商品名","利用者","支払区分","利用金額","手数料","支払総額","当月支払金額","翌月以降繰越金額"
"2020/2/1","ﾍﾟｲﾍﾟｲ ｼｮｸｾｲｶﾂﾗﾌﾞﾗﾌﾞ","本人*","1回","7796","0","7796","7796","0"
"2020/2/2","ﾍﾟｲﾍﾟｲ ﾋﾞｯｸﾞﾖｰｻﾝ","本人*","1回","8851","0","8851","8851","0"
"2020/2/2","ﾍﾟｲﾍﾟｲ ﾌｨｯﾄｹｱﾃﾞﾎﾟ","本人*","1回","1401","0","1401","1401","0"
"2020/2/3","ﾍﾟｲﾍﾟｲ ﾌｨｯﾄｹｱﾃﾞﾎﾟ","本人*","1回","382","0","382","382","0"
"2020/2/5","ﾍﾟｲﾍﾟｲ ﾌｨｯﾄｹｱﾃﾞﾎﾟ","本人*","1回","257","0","257","257","0"
"2020/2/6","ﾍﾟｲﾍﾟｲ ｼｮｸｾｲｶﾂﾗﾌﾞﾗﾌﾞ","本人*","1回","2621","0","2621","2621","0"
"2020/2/6","ﾍﾟｲﾍﾟｲ ﾌｨｯﾄｹｱﾃﾞﾎﾟ","本人*","1回","545","0","545","545","0"
"2020/2/6","ﾍﾟｲﾍﾟｲ ｲｲﾅｾﾞｽﾄ","本人*","1回","430","0","430","430","0"
"2020/2/7","ﾍﾟｲﾍﾟｲ ｻﾝﾏﾙｸｶﾌｪ","本人*","1回","605","0","605","605","0"
"2020/2/10","ﾍﾟｲﾍﾟｲ ﾕﾆｸﾛ","本人*","1回","2288","0","2288","2288","0"
"2020/2/11","ﾍﾟｲﾍﾟｲ ﾌｨｯﾄｹｱﾃﾞﾎﾟ","本人*","1回","2390","0","2390","2390","0"
"2020/2/12","ﾍﾟｲﾍﾟｲ ｼｮｸｾｲｶﾂﾗﾌﾞﾗﾌﾞ","本人*","1回","3117","0","3117","3117","0"
"2020/2/12","ﾍﾟｲﾍﾟｲ ｼﾞｰﾕｰ","本人*","1回","1089","0","1089","1089","0"
"2020/2/13","ﾍﾟｲﾍﾟｲ ｼｮｸｾｲｶﾂﾗﾌﾞﾗﾌﾞ","本人*","1回","374","0","374","374","0"
"2020/2/16","ﾍﾟｲﾍﾟｲ ﾊﾝｷｭｳﾊﾝｼﾝﾋｬｯｶ","本人*","1回","4860","0","4860","4860","0"
"2020/2/16","ﾍﾟｲﾍﾟｲ ﾊﾝｷｭｳﾊﾝｼﾝﾋｬｯｶ","本人*","1回","302","0","302","302","0"
"2020/2/16","ﾍﾟｲﾍﾟｲ ﾌｨｯﾄｹｱﾃﾞﾎﾟ","本人*","1回","657","0","657","657","0"
"2020/2/17","ﾍﾟｲﾍﾟｲ ｵｰｹｰ","本人*","1回","1932","0","1932","1932","0"
"2020/2/17","ﾍﾟｲﾍﾟｲ ﾋﾞｯｸﾞﾖｰｻﾝ","本人*","1回","5090","0","5090","5090","0"
"2020/2/18","ﾍﾟｲﾍﾟｲ ﾌｨｯﾄｹｱﾃﾞﾎﾟ","本人*","1回","1192","0","1192","1192","0"
"2020/2/19","ﾍﾟｲﾍﾟｲ ｻﾝﾏﾙｸｶﾌｪ","本人*","1回","891","0","891","891","0"
"2020/2/19","ﾍﾟｲﾍﾟｲ ｼｮｸｾｲｶﾂﾗﾌﾞﾗﾌﾞ","本人*","1回","4128","0","4128","4128","0"
"2020/2/21","ﾍﾟｲﾍﾟｲ ｶﾌﾞｼｷｶﾞｲｼｬｴｺｸ","本人*","1回","4400","0","4400","4400","0"
"2020/2/22","ﾍﾟｲﾍﾟｲ ｼｮｸｾｲｶﾂﾗﾌﾞﾗﾌﾞ","本人*","1回","6016","0","6016","6016","0"
"2020/2/25","ﾍﾟｲﾍﾟｲ ﾋﾞｯｸﾞﾖｰｻﾝ","本人*","1回","2995","0","2995","2995","0"
"2020/2/25","ﾍﾟｲﾍﾟｲ ｵｰｹｰ","本人*","1回","3557","0","3557","3557","0"
"2020/2/26","ﾍﾟｲﾍﾟｲ ｼｮｸｾｲｶﾂﾗﾌﾞﾗﾌﾞ","本人*","1回","1023","0","1023","1023","0"
"2020/2/26","ﾍﾟｲﾍﾟｲ ﾌｨｯﾄｹｱﾃﾞﾎﾟ","本人*","1回","594","0","594","594","0"
"2020/2/28","ﾔﾌ-ｶﾝﾀﾝｹｯｻｲ","本人*","1回","26653","0","26653","26653","0"
"2020/2/28","ﾍﾟｲﾍﾟｲ ﾌｨｯﾄｹｱﾃﾞﾎﾟ","本人*","1回","2954","0","2954","2954","0"
"2020/2/29","ﾍﾟｲﾍﾟｲ ｵｰｹｰ","本人*","1回","24986","0","24986","24986","0"
"2020/2/29","ﾍﾟｲﾍﾟｲ ﾌｨｯﾄｹｱﾃﾞﾎﾟ","本人*","1回","3271","0","3271","3271","0"
"2020/2/29","ﾏﾙｴﾂｺｳﾎｸﾆﾕｰﾀｳﾝﾅｶｶ","家族*","1回","1571","0","1571","1571","0"
