"利用日","利用店名・商品名","利用者","支払方法","利用金額","支払手数料","支払総額","6月支払金額","7月繰越残高","新規サイン"
"2021/05/31","ニトリ","家族","1回払い","2513","0","2513","2513","0","*"
"2021/05/30","SPOTIFY利用国SWE","本人","1回払い","980","0","980","980","0","*"
"","現地利用額　　　　　　　９８０．０００変換レート　　　１．０００円","","","","","","","",""
"2021/05/29","(ｶ) ﾆｼﾏﾂﾔﾁｴ-ﾝ","家族","1回払い","4263","0","4263","4263","0","*"
"2021/05/29","MYBﾅｶｶﾞﾜｴｷｷﾀ","本人","1回払い","209","0","209","209","0","*"
"2021/05/27","ﾉ-ｽﾎﾟ-ﾄ･ﾓ-ﾙ","家族","1回払い","1820","0","1820","1820","0","*"
"2021/05/25","ｼﾖｳﾜﾀﾞｲｶﾞｸﾖｺﾊﾏｼﾎ","家族","1回払い","11260","0","11260","11260","0","*"
"2021/05/25","ﾊﾟﾙｼｽﾃﾑｶﾅｶﾞﾜ(ﾀｸﾊ","本人","1回払い","99","0","99","99","0","*"
"2021/05/25","ﾊﾟﾙｼｽﾃﾑｶﾅｶﾞﾜﾕﾒｺ-","本人","1回払い","200","0","200","200","0","*"
"2021/05/23","ｻﾉﾌﾟﾚﾐｱﾑ ｱｳﾄﾚﾂﾄ","本人","1回払い","520","0","520","520","0","*"
"2021/05/23","ｻﾉﾌﾟﾚﾐｱﾑ ｱｳﾄﾚﾂﾄ","本人","1回払い","750","0","750","750","0","*"
"2021/05/23","ｻﾉﾌﾟﾚﾐｱﾑ ｱｳﾄﾚﾂﾄ","家族","1回払い","640","0","640","640","0","*"
"2021/05/23","ｻﾉﾌﾟﾚﾐｱﾑ ｱｳﾄﾚﾂﾄ","家族","1回払い","3406","0","3406","3406","0","*"
"2021/05/23","ﾀﾁｸﾞｲﾄﾞｺﾛﾔﾀｲﾚﾝ","本人","1回払い","1520","0","1520","1520","0","*"
"2021/05/23","ｱｼｶｶﾞﾌﾗﾜ-ﾊﾟ-ｸ ｶｷ","本人","1回払い","2260","0","2260","2260","0","*"
"2021/05/23","ｱｼｶｶﾞﾌﾗﾜ-ﾊﾟ-ｸ ﾌﾞ","本人","1回払い","1010","0","1010","1010","0","*"
"2021/05/23","ｱｼｶｶﾞﾌﾗﾜ-ﾊﾟ-ｸ ｲﾝ","本人","1回払い","1150","0","1150","1150","0","*"
"2021/05/23","ｱｼｶｶﾞﾌﾗﾜ-ﾊﾟ-ｸ ｶｷ","本人","1回払い","3080","0","3080","3080","0","*"
"2021/05/23","モバイル　Ｓｕｉｃａ","本人","1回払い","3000","0","3000","3000","0","*"
"2021/05/22","SUICA MOBILE PAYMENT利用国JPN","家族","1回払い","5000","0","5000","5000","0","*"
"","現地利用額　　　　　　５０００．０００変換レート　　　１．０００円","","","","","","","",""
"2021/05/22","ﾉ-ｽﾎﾟ-ﾄ･ﾓ-ﾙ","本人","1回払い","1980","0","1980","1980","0","*"
"2021/05/22","(ｶ) ﾆｼﾏﾂﾔﾁｴ-ﾝ","家族","1回払い","1675","0","1675","1675","0","*"
"2021/05/22","モザイクモール港北","家族","1回払い","4400","0","4400","4400","0","*"
"2021/05/18","ニトリ","家族","1回払い","9181","0","9181","9181","0","*"
"2021/05/17","MYBﾅｶｶﾞﾜｴｷｷﾀ","本人","1回払い","372","0","372","372","0","*"
"2021/05/16","MYBﾅｶｶﾞﾜｴｷｷﾀ","本人","1回払い","384","0","384","384","0","*"
"2021/05/13","APPLE COM BILL","本人","1回払い","400","0","400","400","0","*"
"2021/05/12","イオンリテール","家族","1回払い","3323","0","3323","3323","0","*"
"2021/05/11","ｼﾖｳﾜﾀﾞｲｶﾞｸﾖｺﾊﾏｼﾎ","家族","1回払い","6000","0","6000","6000","0","*"
"2021/05/08","モバイル　Ｓｕｉｃａ","本人","1回払い","1000","0","1000","1000","0","*"
"2021/05/04","ニトリ","家族","1回払い","7645","0","7645","7645","0","*"
"2021/05/03","モザイクモール港北","家族","1回払い","580","0","580","580","0","*"
"2021/05/03","モザイクモール港北","家族","1回払い","510","0","510","510","0","*"
"2021/05/02","モバイル　Ｓｕｉｃａ","本人","1回払い","1000","0","1000","1000","0","*"
"2021/04/30","ＡＳＡＨＩネット","本人","1回払い","770","0","770","770","0","*"
"2021/04/29","イオンリテール","家族","1回払い","3093","0","3093","3093","0","*"
