"利用日","利用店名・商品名","利用者","支払方法","利用金額","支払手数料","支払総額","3月支払金額","4月繰越残高","新規サイン"
"2021/02/28","ニトリ","家族","1回払い","2357","0","2357","2357","0","*"
"2021/02/27","ｶﾂｺｳﾎﾞｳﾜｺｳｱﾕﾐｶﾞｵ","本人","1回払い","3410","0","3410","3410","0","*"
"2021/02/27","SUICA MOBILE PAYMENT利用国JPN","家族","1回払い","5000","0","5000","5000","0","*"
"","現地利用額　　　　　　５０００．０００変換レート　　　１．０００円","","","","","","","",""
"2021/02/26","ﾉ-ｽﾎﾟ-ﾄ･ﾓ-ﾙ","家族","1回払い","1450","0","1450","1450","0","*"
"2021/02/26","ﾉ-ｽﾎﾟ-ﾄ･ﾓ-ﾙ","家族","1回払い","590","0","590","590","0","*"
"2021/02/23","ﾗ-ﾒﾝｶｲﾘｷﾔ ｾﾝﾀ-ﾐﾅ","本人","1回払い","1793","0","1793","1793","0","*"
"2021/02/23","ユニクロジーユーオンライン","家族","1回払い","429","0","429","429","0","*"
"2021/02/21","ユニクロジーユーオンライン","家族","1回払い","1309","0","1309","1309","0","*"
"2021/02/21","ユニクロジーユーオンライン","家族","1回払い","429","0","429","429","0","*"
"2021/02/20","ﾉ-ｽﾎﾟ-ﾄ･ﾓ-ﾙ","家族","1回払い","959","0","959","959","0","*"
"2021/02/20","ﾉ-ｽﾎﾟ-ﾄ･ﾓ-ﾙ","家族","1回払い","1300","0","1300","1300","0","*"
"2021/02/14","SPOTIFY利用国SWE","本人","1回払い","980","0","980","980","0","*"
"","現地利用額　　　　　　　９８０．０００変換レート　　　１．０００円","","","","","","","",""
"2021/02/13","APPLE COM BILL","本人","1回払い","400","0","400","400","0","*"
"2021/02/11","モザイクモール港北","家族","1回払い","490","0","490","490","0","*"
"2021/02/06","イオンリテール","家族","1回払い","518","0","518","518","0","*"
"2021/02/04","ｼﾖｳﾜﾀﾞｲｶﾞｸﾖｺﾊﾏｼﾎ","家族","1回払い","3300","0","3300","3300","0","*"
"2021/01/31","ＡＳＡＨＩネット","本人","1回払い","770","0","770","770","0","*"
"2021/01/29","イオンリテール","家族","1回払い","3636","0","3636","3636","0","*"
