"利用日","利用店名・商品名","利用者","支払方法","利用金額","支払手数料","支払総額","9月支払金額","10月繰越残高","新規サイン"
"2021/08/31","ﾍﾟｲﾍﾟｲ ﾌｨｯﾄｹｱﾃﾞﾎ","本人","1回払い","547","0","547","547","0","*"
"2021/08/31","ﾍﾟｲﾍﾟｲ ﾊﾟﾝｺｳﾎﾞｳ","本人","1回払い","490","0","490","490","0","*"
"2021/08/30","SPOTIFY利用国SWE","本人","1回払い","980","0","980","980","0","*"
"","現地利用額　　　　　　　９８０．０００変換レート　　　１．０００円","","","","","","","",""
"2021/08/30","ﾍﾟｲﾍﾟｲ ﾌｧﾐﾘｰﾏｰﾄ","本人","1回払い","127","0","127","127","0","*"
"2021/08/29","ﾍﾟｲﾍﾟｲ ﾌｨｯﾄｹｱﾃﾞﾎ","本人","1回払い","578","0","578","578","0","*"
"2021/08/29","ﾍﾟｲﾍﾟｲ ﾋﾞｯｸﾞﾖｰｻﾝ","本人","1回払い","6413","0","6413","6413","0","*"
"2021/08/26","ﾍﾟｲﾍﾟｲ ﾀﾞｲｿｰ","本人","1回払い","660","0","660","660","0","*"
"2021/08/26","モザイクモール港北","家族","1回払い","2822","0","2822","2822","0","*"
"2021/08/25","ﾍﾟｲﾍﾟｲ ｵｰｹｰ","本人","1回払い","2582","0","2582","2582","0","*"
"2021/08/25","ﾍﾟｲﾍﾟｲ ｵｰｹｰ","本人","1回払い","317","0","317","317","0","*"
"2021/08/24","ﾍﾟｲﾍﾟｲ ｵｰｹｰ","本人","1回払い","2755","0","2755","2755","0","*"
"2021/08/24","ﾍﾟｲﾍﾟｲ ﾎﾟﾝﾊﾟﾄﾞｳﾙ","本人","1回払い","302","0","302","302","0","*"
"2021/08/24","ﾍﾟｲﾍﾟｲ ﾌｨｯﾄｹｱﾃﾞﾎ","本人","1回払い","3051","0","3051","3051","0","*"
"2021/08/24","ＪＲ東日本グループ　駅ビル","本人","1回払い","1136","0","1136","1136","0","*"
"2021/08/23","VIMEO.COM利用国USA","本人","1回払い","500","0","500","500","0","*"
"","現地利用額　　　　　　　５００．０００変換レート　　　１．０００円","","","","","","","",""
"2021/08/22","ﾍﾟｲﾍﾟｲ ﾌｨｯﾄｹｱﾃﾞﾎ","本人","1回払い","896","0","896","896","0","*"
"2021/08/21","ﾍﾟｲﾍﾟｲ ﾌｨｯﾄｹｱﾃﾞﾎ","本人","1回払い","766","0","766","766","0","*"
"2021/08/20","ﾍﾟｲﾍﾟｲ ﾌｨｯﾄｹｱﾃﾞﾎ","本人","1回払い","437","0","437","437","0","*"
"2021/08/19","ﾍﾟｲﾍﾟｲ ﾋﾞｯｸﾞﾖｰｻﾝ","本人","1回払い","3585","0","3585","3585","0","*"
"2021/08/19","ﾍﾟｲﾍﾟｲ ｸﾘｴｲﾄｴｽﾃﾞ","本人","1回払い","1536","0","1536","1536","0","*"
"2021/08/16","ﾍﾟｲﾍﾟｲ ﾌﾞｯｸｵﾌ","本人","1回払い","1760","0","1760","1760","0","*"
"2021/08/16","ﾍﾟｲﾍﾟｲ ﾀﾏﾌﾟﾗｰｻﾞ","本人","1回払い","3549","0","3549","3549","0","*"
"2021/08/16","ﾍﾟｲﾍﾟｲ ﾌｨｯﾄｹｱﾃﾞﾎ","本人","1回払い","1155","0","1155","1155","0","*"
"2021/08/16","ﾍﾟｲﾍﾟｲ ﾀﾞｲｿｰ","本人","1回払い","330","0","330","330","0","*"
"2021/08/16","モザイクモール港北","家族","1回払い","1061","0","1061","1061","0","*"
"2021/08/13","APPLE COM BILL","本人","1回払い","400","0","400","400","0","*"
"2021/08/13","ニトリ","家族","1回払い","1141","0","1141","1141","0","*"
"2021/08/12","ﾍﾟｲﾍﾟｲ ﾌｨｯﾄｹｱﾃﾞﾎ","本人","1回払い","2946","0","2946","2946","0","*"
"2021/08/10","ﾍﾟｲﾍﾟｲ ﾋﾞｯｸﾞﾖｰｻﾝ","本人","1回払い","6322","0","6322","6322","0","*"
"2021/08/09","ﾍﾟｲﾍﾟｲ ｸﾘｴｲﾄｴｽﾃﾞ","本人","1回払い","415","0","415","415","0","*"
"2021/08/08","ｺﾞ- ﾀｸｼ-ｱﾌﾟﾘ","本人","1回払い","200","0","200","200","0","*"
"2021/08/05","SUICA MOBILE PAYMENT利用国JPN","家族","1回払い","5000","0","5000","5000","0","*"
"","現地利用額　　　　　　５０００．０００変換レート　　　１．０００円","","","","","","","",""
"2021/08/05","ﾍﾟｲﾍﾟｲ ﾆｯﾎﾟﾝﾕｳﾋﾞ","本人","1回払い","84","0","84","84","0","*"
"2021/08/05","ﾍﾟｲﾍﾟｲ ｱｷﾝﾄﾞｽｼﾛｰ","本人","1回払い","3894","0","3894","3894","0","*"
"2021/08/05","ﾍﾟｲﾍﾟｲ ﾀﾞｲｿｰ","本人","1回払い","825","0","825","825","0","*"
"2021/08/05","ﾊﾋﾟﾋﾟﾗﾝﾄﾞｺｳﾎ","本人","1回払い","800","0","800","800","0","*"
"2021/08/05","イオンリテール","本人","1回払い","63","0","63","63","0","*"
"2021/08/04","ﾍﾟｲﾍﾟｲ ﾌｧﾐﾘｰﾏｰﾄ","本人","1回払い","220","0","220","220","0","*"
"2021/08/04","ﾍﾟｲﾍﾟｲ ﾌｨｯﾄｹｱﾃﾞﾎ","本人","1回払い","752","0","752","752","0","*"
"2021/08/03","ﾍﾟｲﾍﾟｲ ﾏﾙｴﾂ","本人","1回払い","429","0","429","429","0","*"
"2021/08/02","ﾍﾟｲﾍﾟｲ ﾎﾟﾝﾊﾟﾄﾞｳﾙ","本人","1回払い","302","0","302","302","0","*"
"2021/08/02","ﾍﾟｲﾍﾟｲ ｸﾘｴｲﾄｴｽﾃﾞ","本人","1回払い","1750","0","1750","1750","0","*"
"2021/08/01","ﾍﾟｲﾍﾟｲ ﾋﾞｯｸﾞﾖｰｻﾝ","本人","1回払い","8510","0","8510","8510","0","*"
"2021/08/01","ﾍﾟｲﾍﾟｲ ﾌｨｯﾄｹｱﾃﾞﾎ","本人","1回払い","2195","0","2195","2195","0","*"
"2021/08/01","ﾍﾟｲﾍﾟｲ ﾏﾙｴﾂ","本人","1回払い","672","0","672","672","0","*"
"2021/08/01","ｶ)ﾏﾙｴﾂ","本人","1回払い","914","0","914","914","0","*"
"2021/07/31","ＡＳＡＨＩネット","本人","1回払い","770","0","770","770","0","*"
"2021/07/25","イオンリテール","家族","1回払い","990","0","990","990","0","*"
"2021/07/25","イオンリテール","家族","1回払い","3446","0","3446","3446","0","*"
