,date,where,whose,totalPayment,info,category,type,cycle,note
0,2020-02-10,ﾍﾟｲﾍﾟｲ ﾕﾆｸﾛ,本人*,2288.0,Paypay Uniqlo,Need_Confirmed,Yahoo,202003,Manually confirmed unclear transaction
1,2020-02-12,ﾍﾟｲﾍﾟｲ ｼﾞｰﾕｰ,本人*,1089.0,Paypay GU,Need_Confirmed,Yahoo,202003,Manually confirmed unclear transaction
2,2020-02-28,ﾔﾌ-ｶﾝﾀﾝｹｯｻｲ,本人*,26653.0,Yahoo,Need_Confirmed,Yahoo,202003,Manually confirmed unclear transaction
