date,info,totalPayment,processDB,category
2020/11/18,Maruetsu,1278,Paypay,Groceries
2020/11/19,OK,736,Paypay,Groceries
2020/11/20,From Sieu (Maybe Food),1150,Paypay,Return
2020/11/22,Daiso,330,Paypay,Household Supplies
2020/11/22,HAC,408,Paypay,Household Supplies
2020/11/23,Interest,135890,MomVCB,Bonus
2020/11/23,Withdraw Cash,50000,HomeYB_Saving,Transfer Out
2020/11/23,Withdraw Cash,50000,HomeCash,Transfer In
2020/11/23,Coke On,160,Paypay,Groceries
2020/11/23,Maruetsu,997,Paypay,Groceries
2020/11/24,From Sieu (Maybe Food),1200,Paypay,Return
2020/11/25,Charge Paypay (credit),10000,Paypay,Transfer In
2020/11/25,Salary JP 2020.11,641923,HomeYB_Main,Salary
2020/11/25,House rental 2020.11,121000,HomeYB_Main,Housing
2020/11/25,Interest,77,MomVCB,Bonus
2020/11/25,Ladies Clinic,3840,Paypay,Medical
2020/11/26,Amazon,11986,HomeYB_Main,Credit Payment
2020/11/26,Amazon,107,MeoYB,Credit Payment
2020/11/26,Maruetsu,1582,Paypay,Groceries
2020/11/26,Fitcare,1246,Paypay,Groceries
2020/11/27,Yahoo,78829,HomeYB_Main,Credit Payment
2020/11/27,Rakuten,49412,HomeYB_Main,Credit Payment
2020/11/27,Rakuten,1130,MeoYB,Credit Payment
2020/11/27,Maruetsu,1105,Paypay,Groceries
2020/11/29,Mister Donut,291,Paypay,Eating Out
2020/11/29,Uniqlo,4257,Paypay,Fashion
2020/11/30,First Balance,0,HomeYB_Main,Adjustment Up
2020/11/30,First Balance,0,HomeVCB,Adjustment Up
2020/11/30,Meo 2020.11,10000,MeoYB,Other Income
2020/11/30,Meo 2020.11,10000,HomeYB_Main,Allowance
2020/11/30,To Duck's bank,239255,HomeYB_Main,Transfer Out
2020/11/30,To Duck's bank,239255,HomeYB_Saving,Transfer In
2020/11/30,Unclear Cash Payment,50000,HomeCash,Unknown
2020/11/30,Paypay Bonus 2020/11,1265,Paypay,Bonus
2020/12/1,SIM,1500,Paypay,Other Income
2020/12/2,Reimbursment EB,3649,MeoYB,Other Income
2020/12/3,Charge Paypay (credit),10000,Paypay,Transfer In
2020/12/3,"Electric, Gas",8076,Paypay,Utilities
2020/12/3,Maruetsu,605,Paypay,Groceries
2020/12/4,Maruetsu,1303,Paypay,Groceries
2020/12/4,Fitcare,1663,Paypay,Groceries
2020/12/6,Maruetsu,524,Paypay,Groceries
2020/12/7,Charge Paypay (credit),10000,Paypay,Transfer In
2020/12/7,Maruetsu,982,Paypay,Groceries
2020/12/8,Maruetsu,427,Paypay,Groceries
2020/12/8,Maruetsu,2677,Paypay,Groceries
2020/12/9,Vietnam Food Online,4900,HomeYB_Saving,Groceries
2020/12/9,Yurindo Tama Plaza (Book Store),2035,Paypay,Education
2020/12/9,Maruetsu,1288,Paypay,Groceries
2020/12/10,Maruetsu,1615,Paypay,Groceries
2020/12/10,Family Mart,132,Paypay,Groceries
2020/12/11,Maruetsu,1299,Paypay,Groceries
2020/12/12,Maruetsu,1366,Paypay,Groceries
2020/12/12,Junberry Bakery,875,Paypay,Groceries
2020/12/12,Charge Paypay (credit),8000,Paypay,Transfer In
2020/12/12,Fee Card,13200,MomVCB,Transfer Out
2020/12/12,Fee Card,58,MomYB,Transfer In
2020/12/12,Fee Card,58,HomeYB_Main,Utilities
2020/12/12,Fee Card,111,MomYB,Transfer In
2020/12/12,Fee Card,111,HomeYB_Main,Utilities
2020/12/13,Lalaport,3020,Paypay,Eating Out
2020/12/13,Family Mart,150,Paypay,Groceries
2020/12/13,Nancy's birthday from Mommy,10000000,MomVCB,Transfer In
2020/12/13,Nancy's birthday from Mommy,43929,MomYB,Transfer Out
2020/12/13,Nancy's birthday from Mommy,43929,HomeYB_Main,Other Income
2020/12/14,Uniqlo,11055,HomeYB_Saving,Transfer In
2020/12/14,Uniqlo,11055,VitYB,Fashion
2020/12/15,Ladies Clinic,302,Paypay,Medical
2020/12/15,From Sieu (Maybe Food),2937,Paypay,Groceries
2020/12/15,Charge Paypay (credit),10000,Paypay,Transfer In
2020/12/15,Insurance (Meo) 2020.12,5000,HomeYB_Main,Insurances
2020/12/15,Interest,197041,MomVCB,Bonus
2020/12/15,Insurance (Vit),2000,HomeYB_Saving,Insurances
2020/12/16,Maruetsu,84,Paypay,Groceries
2020/12/16,Maruetsu,1989,Paypay,Groceries
2020/12/16,Fitcare,2248,Paypay,Groceries
2020/12/16,Japanese Fee (Co My) Vit - 12,402200,MomVCB,Transfer Out
2020/12/16,Japanese Fee (Co My) Vit - 12,1767,MomYB,Transfer In
2020/12/16,Japanese Fee (Co My) Vit - 12,1767,HomeYB_Main,Education
2020/12/16,Japanese Fee (Co My) Vit - 11 (B4),2502200,MomVCB,Transfer Out
2020/12/16,Japanese Fee (Co My) Vit - 11 (B4),10992,MomYB,Transfer In
2020/12/16,Japanese Fee (Co My) Vit - 11 (B4),10992,HomeYB_Main,Education
2020/12/19,KOBEYA Bakery Tama Plaza,443,Paypay,Groceries
2020/12/19,From Sieu (Maybe Food),5606,Paypay,Groceries
2020/12/19,Charge Paypay (credit),10000,Paypay,Transfer In
2020/12/19,Tamaplaza Terrace shopping,1617,HomeYB_Saving,Transfer In
2020/12/19,Tamaplaza Terrace shopping,1617,VitYB,Fashion
2020/12/20,Paypay Free Market,150,Paypay,Furniture
2020/12/21,Maruetsu,819,Paypay,Groceries
2020/12/21,Fitcare,1592,Paypay,Groceries
2020/12/21,Daiso,220,Paypay,Household Supplies
2020/12/21,Fitcare,3132,Paypay,Groceries
2020/12/21,From Sieu (Maybe Food),8780,Paypay,Groceries
2020/12/21,Charge Paypay (credit),10000,Paypay,Transfer In
2020/12/21,From anh Toan,2900000,MomVCB,Transfer In
2020/12/21,From anh Toan,12739,MomYB,Transfer Out
2020/12/21,From anh Toan,12739,HomeYB_Main,Return
2020/12/22,Interest,123151,MomVCB,Bonus
2020/12/25,From Sieu (Maybe Food),7000,Paypay,Return
2020/12/25,Salary JP 2020.12,883903,HomeYB_Main,Salary
2020/12/25,House rental 2020.12,121000,HomeYB_Main,Housing
2020/12/26,Uniqlo,2948,Paypay,Fashion
2020/12/26,From Sieu (Maybe Food),5027,Paypay,Return
2020/12/26,Wedding Tori,502200,MomVCB,Transfer Out
2020/12/26,Wedding Tori,2500,MeoYB,Other Expense
2020/12/26,Wedding Tori,2500,MomYB,Transfer In
2020/12/27,K&A Flower Shop,638,Paypay,Furniture
2020/12/27,Maruetsu,170,Paypay,Groceries
2020/12/27,Withdraw Cash,50000,HomeYB_Saving,Transfer Out
2020/12/27,Withdraw Cash,50000,HomeCash,Transfer In
2020/12/28,Amazon,4631,HomeYB_Main,Credit Payment
2020/12/28,Amazon,3649,MeoYB,Credit Payment
2020/12/28,Yahoo,72125,HomeYB_Main,Credit Payment
2020/12/28,Rakuten,41270,HomeYB_Main,Credit Payment
2020/12/28,Rakuten,235,MeoYB,Credit Payment
2020/12/28,Vietnam Food Online,4300,HomeYB_Saving,Groceries
2020/12/28,Vietnam Food Online,7600,HomeYB_Saving,Groceries
2020/12/29,Ladies Clinic,1300,Paypay,Medical
2020/12/30,"Electric, Gas",9131,Paypay,Utilities
2020/12/30,Maruetsu,1784,Paypay,Groceries
2020/12/30,Fitcare,3792,Paypay,Groceries
2020/12/30,Charge Paypay (credit),10000,Paypay,Transfer In
2020/12/30,Unclear Cash Payment,50000,HomeCash,Unknown
2020/12/31,From Sieu (Maybe Food),2450,Paypay,Groceries
2020/12/31,Charge Paypay (credit),10000,Paypay,Transfer In
2020/12/31,First Balance,1000,VitCash,Adjustment Up
2020/12/31,Meo 2020.12,10000,MeoYB,Other Income
2020/12/31,Meo 2020.12,10000,HomeYB_Main,Allowance
2020/12/31,Paypay Bonus 2020/12,823,Paypay,Bonus
2021/1/1,Gap transaction,577,MomVCB,Transfer In
2021/1/1,Gap transaction,300,MomYB,Transfer Out
2021/1/1,Gap transaction,300,MeoYB,Adjustment Up
2021/1/1,To Duck's bank,673729,HomeYB_Main,Transfer Out
2021/1/1,To Duck's bank,673729,HomeYB_Saving,Transfer In
2021/1/2,Lopia,2771,HomeCash,Groceries
2021/1/2,Shopping Kokoku,2602,Paypay,Unknown
2021/1/2,Akachan Honpo,158,Paypay,Kids
2021/1/2,HAC,2048,Paypay,Household Supplies
2021/1/3,Lalaport,1650,Paypay,Unknown
2021/1/6,Clinic - Meo,2190,HomeCash,Medical
2021/1/7,Mangoes,6000,MeoYB,Groceries
2021/1/8,Books,3340094,MomVCB,Transfer Out
2021/1/8,Books,14832,MomYB,Transfer In
2021/1/8,Books,14832,HomeYB_Main,Education
2021/1/8,To Sieu (probably food/eating out),2500,Paypay,Groceries
2021/1/9,Fee Card,24200,MomVCB,Transfer Out
2021/1/9,Fee Card,107,MomYB,Transfer In
2021/1/9,Fee Card,107,HomeYB_Main,Utilities
2021/1/10,Lopia,4761,HomeCash,Groceries
2021/1/11,From Sieu,200,Paypay,Return
2021/1/14,From Sieu,2400,Paypay,Return
2021/1/15,Insurance (Meo) 2021.01,5000,HomeYB_Main,Insurances
2021/1/15,Interest,203836,MomVCB,Bonus
2021/1/15,Insurance (Vit),2000,HomeYB_Saving,Insurances
2021/1/16,Lopia,6401,HomeCash,Groceries
2021/1/16,Uniqlo,1419,HomeYB_Saving,Transfer In
2021/1/16,Uniqlo,1419,VitYB,Fashion
2021/1/18,From Sieu,1500,Paypay,Return
2021/1/19,Lopia,2728,HomeCash,Groceries
2021/1/22,Interest,127397,MomVCB,Bonus
2021/1/25,Salary JP 2021.01,606705,HomeYB_Main,Salary
2021/1/25,House rental 2021.01,121000,HomeYB_Main,Housing
2021/1/25,Interest,294,MomVCB,Bonus
2021/1/26,Kindergarten Puppy,65000,HomeYB_Main,Kids
2021/1/26,Amazon (Home),17742,HomeYB_Main,Credit Payment
2021/1/26,Vietnam Food Online,6900,HomeYB_Saving,Groceries
2021/1/26,Water Bill,4615,HomeCash,Utilities
2021/1/27,Yahoo (Home),103812,HomeYB_Main,Credit Payment
2021/1/27,Yahoo (Vit),12672,VitYB,Credit Payment
2021/1/27,Yahoo,12672,HomeYB_Main,Transfer Out
2021/1/27,Yahoo,12672,HomeYB_Saving,Transfer In
2021/1/27,Rakuten (Home),52678,HomeYB_Main,Credit Payment
2021/1/27,Rakuten (Meo),9592,MeoYB,Credit Payment
2021/1/27,Rakuten (Vit),19025,VitYB,Credit Payment
2021/1/27,Rakuten,19025,HomeYB_Main,Transfer Out
2021/1/27,Rakuten,19025,HomeYB_Saving,Transfer In
2021/1/27,Lopia,3875,HomeCash,Groceries
2021/1/30,Withdraw,50000,HomeYB_Saving,Transfer Out
2021/1/30,Withdraw,50000,HomeCash,Transfer In
2021/1/30,"Electric, Gas",12793,Paypay,Utilities
2021/1/30,Charge from Credit Card,6408,Paypay,Transfer In
2021/1/31,Meo 2021.01,10000,MeoYB,Other Income
2021/1/31,Meo 2021.01,10000,HomeYB_Main,Allowance
2021/1/31,Phone Bill 2021,13680000,MomVCB,Transfer Out
2021/1/31,Phone Bill 2021,60749,MomYB,Transfer In
2021/1/31,Phone Bill 2021,60749,HomeYB_Main,Utilities
2021/1/31,Books Shipping,2600000,MomVCB,Transfer Out
2021/1/31,Books Shipping,11546,MomYB,Transfer In
2021/1/31,Books Shipping,11546,HomeYB_Main,Education
2021/1/31,Book Shipping (Meo paid),2000000,MomVCB,Transfer Out
2021/1/31,Book Shipping (Meo paid),10000,MomYB,Transfer In
2021/1/31,Book Shipping (Meo paid),10000,MeoYB,Education
2021/1/31,WFH Allowance 2021,10000,MeoYB,Other Income
2021/1/31,WFH Allowance 2021,10000,HomeYB_Main,Allowance
2021/1/31,Bonus Bukkun + Fee (Meo paid),386506,MomVCB,Transfer Out
2021/1/31,Bonus Bukkun + Fee (Meo paid),1932,MomYB,Transfer In
2021/1/31,Bonus Bukkun + Fee (Meo paid),1932,MeoYB,Other Expense
2021/1/31,Interest,1233,MomVCB,Bonus
2021/1/31,Adjustment,56,MeoYB,Adjustment Up
2021/1/31,Adjustment,56,HomeYB_Main,Adjustment Down
2021/1/31,Bonus Meo,20000,MeoYB,Other Income
2021/1/31,Bonus Meo,20000,HomeYB_Main,Allowance
2021/1/31,To Duck's bank,82486,HomeYB_Saving,Transfer In
2021/1/31,To Duck's bank,82486,HomeYB_Main,Transfer Out
2021/1/31,Vit 2021.01,20000,HomeYB_Saving,Allowance
2021/1/31,Vit 2021.01,20000,VitYB,Other Income
2021/1/31,From Sieu,5600,Paypay,Return
2021/1/31,Bonus 2020/01,961,Paypay,Bonus
2021/1/31,Japanese Lesson,12000,HomeCash,Education
2021/2/1,Vit to B4,20002200,MomVCB,Transfer Out
2021/2/1,Vit to B4,88824,MomYB,Transfer In
2021/2/1,Vit to B4,88824,HomeYB_Main,Transfer Out
2021/2/1,Vit to B4,88824,HomeYB_Saving,Transfer In
2021/2/1,Vit to B4,88824,VitYB,Other Expense
2021/2/2,From Sieu,3060,Paypay,Return
2021/2/4,Lopia,2276,HomeCash,Groceries
2021/2/4,Ring,429,VitCash,Personal
2021/2/11,MacDonald,800,Paypay,Eating Out
2021/2/15,Insurance (Meo) 2021.02,5000,HomeYB_Main,Insurances
2021/2/15,Support Puppy,60000,HomeYB_Main,Other Income
2021/2/15,Insurance (Vit),2000,HomeYB_Saving,Insurances
2021/2/16,Gyomu Mark Nakamachidai,5753,HomeCash,Groceries
2021/2/16,Lopia,2379,HomeCash,Groceries
2021/2/17,Interest,218389,MomVCB,Bonus
2021/2/17,To Sieu (probably food/eating out),1270,Paypay,Eating Out
2021/2/22,Meo lost bet,10000,MeoYB,Other Expense
2021/2/22,Vit won bet,10000,VitYB,Other Income
2021/2/23,Lopia,2409,HomeCash,Groceries
2021/2/23,Batting Center,1000,HomeCash,Transfer Out
2021/2/23,Batting Center,1000,MeoYB,Entertainment
2021/2/23,Batting Center,1000,HomeYB_Saving,Transfer In
2021/2/23,Correct Muji Ball (wrong bill),590,MeoYB,Transfer Out
2021/2/23,Correct Muji Ball (wrong bill),590,VitYB,Transfer In
2021/2/25,Salary JP 2021.02,683765,HomeYB_Main,Salary
2021/2/25,House rental 2021.02,121000,HomeYB_Main,Housing
2021/2/26,Kindergarten Puppy,65000,HomeYB_Main,Kids
2021/2/26,Amazon (Home),16161,HomeYB_Main,Credit Payment
2021/2/26,Amazon (Meo),1899,MeoYB,Credit Payment
2021/2/26,Withdraw,24000,HomeYB_Saving,Transfer Out
2021/2/26,Withdraw,24000,HomeCash,Transfer In
2021/2/26,Seria,660,HomeCash,Household Supplies
2021/2/26,Lopia,3268,HomeCash,Groceries
2021/2/27,Kodomo No Kuni,1200,HomeCash,Entertainment
2021/2/27,Lunch at Kodomo Kuni,2210,HomeCash,Eating Out
2021/2/28,Meo 2021.02,10000,MeoYB,Other Income
2021/2/28,Meo 2021.02,10000,HomeYB_Main,Allowance
2021/2/28,Bonus Meo OT,2000,MeoYB,Other Income
2021/2/28,Bonus Meo OT,2000,HomeYB_Main,Allowance
2021/2/28,To Duck's bank,200000,HomeYB_Main,Transfer Out
2021/2/28,To Duck's bank,200000,HomeYB_Saving,Transfer In
2021/2/28,Pocket Money,20000,HomeYB_Saving,Allowance
2021/2/28,Pocket Money,20000,VitYB,Other Income
2021/2/28,Bonus 2020/02,2013,Paypay,Bonus
2021/2/28,Japanese Lesson,24000,HomeCash,Education
2021/3/1,Rakuten (Home),94954,HomeYB_Main,Credit Payment
2021/3/1,Rakuten (Meo),13090,MeoYB,Credit Payment
2021/3/1,Rakuten (Vit),1419,VitYB,Credit Payment
2021/3/1,Rakuten,1419,HomeYB_Main,Transfer Out
2021/3/1,Rakuten,1419,HomeYB_Saving,Transfer In
2021/3/1,Yahoo (Home),128909,HomeYB_Main,Credit Payment
2021/3/1,Yahoo (Meo),1880,MeoYB,Credit Payment
2021/3/1,Yahoo (Vit),15697,VitYB,Credit Payment
2021/3/1,Yahoo,15697,HomeYB_Main,Transfer Out
2021/3/1,Yahoo,15697,HomeYB_Saving,Transfer In
2021/3/1,Fee Card,24200,MomVCB,Transfer Out
2021/3/1,Fee Card,107,MomYB,Transfer In
2021/3/1,Fee Card,107,HomeYB_Main,Utilities
2021/3/1,Charge Paypay,3600,HomeYB_Main,Transfer Out
2021/3/1,Charge Paypay,3600,Paypay,Transfer In
2021/3/1,SIM,1500,Paypay,Other Income
2021/3/1,Mangoes,2400,Paypay,Transfer Out
2021/3/1,Mangoes,2400,MeoYB,Groceries
2021/3/1,Mangoes,2400,HomeYB_Saving,Transfer In
2021/3/1,"Electric, Gas",11533,Paypay,Utilities
2021/3/1,To Sieu (probably food/eating out),900,Paypay,Groceries
2021/3/2,Lopia,6955,HomeCash,Groceries
2021/3/6,Fee Card,24200,MomVCB,Transfer Out
2021/3/6,Fee Card,107,MomYB,Transfer In
2021/3/6,Fee Card,107,HomeYB_Main,Utilities
2021/3/6,Meo loan,1100,MeoYB,Entertainment
2021/3/6,Meo loan,1100,HomeYB_Saving,Transfer In
2021/3/6,Meo loan,1100,HomeCash,Transfer Out
2021/3/6,Lopia,9550,HomeCash,Groceries
2021/3/7,Withdraw,30000,HomeYB_Saving,Transfer Out
2021/3/7,Withdraw,30000,HomeCash,Transfer In
2021/3/8,Lopia,2303,HomeCash,Groceries
2021/3/9,Lopia,3522,HomeCash,Groceries
2021/3/11,Lopia,2925,HomeCash,Groceries
2021/3/14,Sieu paid meal,2410,Paypay,Return
2021/3/14,Ramen,2530,HomeCash,Eating Out
2021/3/14,To Sieu,1480,Paypay,Groceries
2021/3/14,Lopia,3098,HomeCash,Groceries
2021/3/15,Insurance (Meo) 2021.03,5000,HomeYB_Main,Insurances
2021/3/15,Interest,165260,MomVCB,Bonus
2021/3/15,Insurance (Vit),2000,HomeYB_Saving,Insurances
2021/3/15,To Sieu (probably food/eating out),900,Paypay,Groceries
2021/3/20,Lopia,4280,HomeCash,Groceries
2021/3/23,Print documents (claim),240,MeoYB,Return
2021/3/23,Print documents (claim),240,HomeYB_Saving,Household Supplies
2021/3/23,Nancy stocks,319,HomeCash,Kids
2021/3/25,Salary JP 2021.03,768138,HomeYB_Main,Salary
2021/3/25,House rental 2021.03,121000,HomeYB_Main,Housing
2021/3/25,Interest,1500,MomVCB,Bonus
2021/3/26,Kindergarten Puppy,77000,HomeYB_Main,Kids
2021/3/26,Amazon,11980,HomeYB_Main,Credit Payment
2021/3/26,Amazon,3722,MeoYB,Credit Payment
2021/3/26,Amazon,727,HomeYB_Main,Transfer Out
2021/3/26,Amazon,727,HomeYB_Saving,Transfer In
2021/3/26,Amazon,727,VitYB,Credit Payment
2021/3/28,Dish washing fee,3000,MeoYB,Transfer Out
2021/3/28,Dish washing fee,3000,VitYB,Transfer In
2021/3/29,Rakuten,21184,HomeYB_Main,Credit Payment
2021/3/29,Rakuten,980,MeoYB,Credit Payment
2021/3/29,Rakuten,6956,HomeYB_Main,Transfer Out
2021/3/29,Rakuten,6956,HomeYB_Saving,Transfer In
2021/3/29,Rakuten,6956,VitYB,Credit Payment
2021/3/29,Yahoo,106604,HomeYB_Main,Credit Payment
2021/3/29,Yahoo,0,MeoYB,Credit Payment
2021/3/29,Yahoo,1518,HomeYB_Main,Transfer Out
2021/3/29,Yahoo,1518,HomeYB_Saving,Transfer In
2021/3/29,Yahoo,1518,VitYB,Credit Payment
2021/3/29,Lopia,2798,HomeCash,Groceries
2021/3/30,Withdraw,74000,HomeYB_Saving,Transfer Out
2021/3/30,Withdraw,74000,HomeCash,Transfer In
2021/3/31,Meo 2021.03,10000,MeoYB,Other Income
2021/3/31,Meo 2021.03,10000,HomeYB_Main,Allowance
2021/3/31,To Duck's bank,397156,HomeYB_Main,Transfer Out
2021/3/31,To Duck's bank,397156,HomeYB_Saving,Transfer In
2021/3/31,Pocket Money,20000,HomeYB_Saving,Allowance
2021/3/31,Pocket Money,20000,VitYB,Other Income
2021/3/31,Bonus 2020/03,3123,Paypay,Bonus
2021/3/31,Japanese Lesson,24000,HomeCash,Education
2021/4/1,Interest,50,HomeYB_Main,Bonus
2021/4/1,Interest,42,HomeYB_Saving,Bonus
2021/4/1,Tool overdue fee,20000,MeoYB,Personal
2021/4/1,Overdue won,10000,VitYB,Other Income
2021/4/1,Overdue won,10000,HomeYB_Saving,Other Income
2021/4/1,Vit withdraw,10000,VitCash,Transfer In
2021/4/1,Vit withdraw,10000,HomeCash,Transfer Out
2021/4/1,Vit withdraw,10000,VitYB,Transfer Out
2021/4/1,Vit withdraw,10000,HomeYB_Saving,Transfer In
2021/4/1,Unknown Loss,32842,HomeCash,Unknown
2021/4/1,SIM,1500,Paypay,Other Income
2021/4/2,Cash back food court Sieu,1771,Paypay,Return
2021/4/3,Charge Paypay (credit),3732,Paypay,Transfer In
2021/4/3,"Electric, Gas",10010,Paypay,Utilities
2021/4/4,Charge LINE Pay,2778,HomeCash,Transfer Out
2021/4/4,Lopia,6697,HomeCash,Groceries
2021/4/7,Water Bills (2 months),5222,HomeCash,Utilities
2021/4/8,Charge Paypay (credit),1000,Paypay,Transfer In
2021/4/8,Farewell Meo colleague,1000,Paypay,Transfer Out
2021/4/8,Farewell Meo colleague,1000,HomeYB_Saving,Transfer In
2021/4/8,Farewell Meo colleague,1000,MeoYB,Personal
2021/4/9,Tax Return,31604,HomeYB_Main,Return
2021/4/10,Return PASSMO Card,4651,HomeCash,Return
2021/4/11,Lopia,4731,HomeCash,Groceries
2021/4/12,PR documents,460,HomeCash,Other Expense
2021/4/12,Lopia,4694,HomeCash,Groceries
2021/4/15,Insurance Meo,5000,HomeYB_Main,Insurances
2021/4/15,Insurace Vit,2000,HomeYB_Saving,Insurances
2021/4/15,Lopia,6678,HomeCash,Groceries
2021/4/19,Lopia,7683,HomeCash,Groceries
2021/4/20,Vit withdraw,29000,HomeYB_Saving,Transfer Out
2021/4/20,Vit withdraw,29000,HomeCash,Transfer In
2021/4/22,PR documents,3200,HomeCash,Other Expense
2021/4/22,Bank documents,300,HomeCash,Other Expense
2021/4/23,Salary Meo,672139,HomeYB_Main,Salary
2021/4/26,House rental 2021.04,121000,HomeYB_Main,Housing
2021/4/26,Amazon,28966,HomeYB_Main,Credit Payment
2021/4/27,Yahoo,88237,HomeYB_Main,Credit Payment
2021/4/27,Yahoo (Vit),1000,VitYB,Credit Payment
2021/4/27,Yahoo (Adjust),1000,HomeYB_Main,Transfer Out
2021/4/27,Yahoo (Adjust),1000,HomeYB_Saving,Transfer In
2021/4/27,Rakuten,50572,HomeYB_Main,Credit Payment
2021/4/27,Rakuten (Meo),980,MeoYB,Credit Payment
2021/4/27,Rakuten (Vit),7490,VitYB,Credit Payment
2021/4/27,Rakuten (Adjust),8470,HomeYB_Main,Transfer Out
2021/4/27,Rakuten (Adjust),8470,HomeYB_Saving,Transfer In
2021/4/27,Lopia,3072,HomeCash,Groceries
2021/4/27,Flu (Meo),2170,MeoYB,Transfer In
2021/4/27,Flu (Meo),2170,HomeYB_Saving,Medical
2021/4/29,Charge Paypay,5800,HomeYB_Main,Transfer Out
2021/4/29,Charge Paypay (bank),5800,Paypay,Transfer In
2021/4/30,Kindergarten Puppy (deducted on 05/06),65000,HomeYB_Main,Kids
2021/4/30,Exchange VND - JPY,520000,HomeYB_Saving,Transfer In
2021/4/30,Meo pocket money,10000,HomeYB_Saving,Allowance
2021/4/30,Meo pocket money,10000,MeoYB,Other Income
2021/4/30,Vit pocket money,20000,HomeYB_Saving,Allowance
2021/4/30,Vit pocket money,20000,VitYB,Other Income
2021/4/30,Charge Paypay (credit),8063,Paypay,Transfer In
2021/4/30,Bonus 2020/04,1854,Paypay,Bonus
2021/4/30,"Electric, Gas",9878,Paypay,Utilities
2021/4/30,To Sieu (Food),5755,Paypay,Groceries
2021/4/30,Japanese Lesson,27000,HomeCash,Education
2021/4/30,Unclear Cash Payment,18000,HomeCash,Unknown
2021/4/30,Unclear Cash Payment,9000,HomeYB_Saving,Transfer In
2021/4/30,Unclear Cash Payment,9000,VitYB,Transfer Out
2021/5/2,Vit withdraw,54000,HomeYB_Saving,Transfer Out
2021/5/2,Vit withdraw,54000,HomeCash,Transfer In
2021/5/2,SIM,1500,Paypay,Other Income
2021/5/3,Lopia,9077,HomeCash,Groceries
2021/5/4,Exchange 6 man,12614200,MomVCB,Transfer Out
2021/5/4,From B4,11000000,MomVCB,Transfer In
2021/5/6,Adjustment Incorrect Calc 2020 (MomYB),9671,MomYB,Adjustment Down
2021/5/6,Adjustment Incorrect Calc 2020 (MainYB),9671,HomeYB_Main,Adjustment Up
2021/5/6,Refund missing Calc 2020,235,HomeYB_Main,Adjustment Down
2021/5/6,Refund missing Calc 2020,235,MeoYB,Adjustment Up
2021/5/6,Refund missing Calc 2020,235,HomeYB_Main,Transfer In
2021/5/6,Refund missing Calc 2020,235,HomeYB_Saving,Transfer Out
2021/5/8,Lopia,8035,HomeCash,Groceries
2021/5/12,Fee Card,24200,MomVCB,Utilities
2021/5/13,To Duck's bank,339418,HomeYB_Main,Transfer Out
2021/5/13,To Duck's bank,339418,HomeYB_Saving,Transfer In
2021/5/13,Back to Mom account (equal 47man),470000,HomeYB_Saving,Transfer Out
2021/5/13,Back to Mom account (equal 47man),470000,MomYB,Transfer In
2021/5/13,From B4,80000000,MomVCB,Transfer In
2021/5/13,Lopia,1483,HomeCash,Groceries
2021/5/17,Insurance Meo,5000,HomeYB_Main,Insurances
2021/5/17,Insurace Vit,2000,HomeYB_Saving,Insurances
2021/5/17,Charge Paypay,1900,HomeYB_Main,Transfer Out
2021/5/17,Charge Paypay (bank),1900,Paypay,Transfer In
2021/5/17,Dental Vit,1190,HomeCash,Medical
2021/5/17,To Sieu (Food),3400,Paypay,Groceries
2021/5/18,Housing Down Payment (V2M),7000000,HomeYB_Saving,Transfer Out
2021/5/18,Housing Down Payment (MFromV),7000000,HomeYB_Main,Transfer In
2021/5/18,Dental Meo,1780,HomeCash,Medical
2021/5/19,Housing Down Payment (Payout),7000000,HomeYB_Main,Transfer Out
2021/5/19,Transfer Fee,440,HomeYB_Main,Housing
2021/5/21,Machine Dry Clothes,300,HomeCash,Utilities
2021/5/21,Print Paper,40,HomeCash,Other Expense
2021/5/22,Vit withdraw,30000,HomeYB_Saving,Transfer Out
2021/5/22,Vit withdraw,30000,HomeCash,Transfer In
2021/5/22,Housing Contract Stamp,30000,HomeCash,Housing
2021/5/23,Coke On (1),150,Paypay,Eating Out
2021/5/23,Coke On (2),130,Paypay,Eating Out
2021/5/24,Charge Paypay,1530,HomeYB_Main,Transfer Out
2021/5/24,Charge Paypay (bank),1530,Paypay,Transfer In
2021/5/24,Photo Print (Travel),1300,HomeCash,Entertainment
2021/5/24,Dental Vit,1070,HomeCash,Medical
2021/5/24,To Sieu (Food),1530,Paypay,Groceries
2021/5/25,Salary Meo 2021.05,672139,HomeYB_Main,Salary
2021/5/25,House rental 2021.05,121000,HomeYB_Main,Housing
2021/5/25,Interest,2989,MomVCB,Bonus
2021/5/25,Dental Meo,1250,HomeCash,Medical
2021/5/25,Lopia,7007,HomeCash,Groceries
2021/5/25,Lopia,846,HomeCash,Groceries
2021/5/26,Kindergarten Puppy 2021.05,65000,HomeYB_Main,Kids
2021/5/26,Amazon,10009,HomeYB_Main,Credit Payment
2021/5/27,Yahoo,93402,HomeYB_Main,Credit Payment
2021/5/27,Yahoo (Vit),5440,VitYB,Credit Payment
2021/5/27,Yahoo (Adjust),5440,HomeYB_Saving,Transfer In
2021/5/27,Rakuten,50019,HomeYB_Main,Credit Payment
2021/5/27,Rakuten (Vit),2048,VitYB,Credit Payment
2021/5/27,Rakuten (Adjust),2048,HomeYB_Saving,Transfer In
2021/5/27,Vit withdraw,19000,HomeYB_Saving,Transfer Out
